symbol,date,price
IUMO.L,2022/03/07,10.545
IUVL.L,2022/03/07,8.902
IVV,2022/03/07,418.502
IWM,2022/03/07,192.832
IXN,2022/03/07,52.189
JPEA.L,2022/03/07,5.196
JPM,2022/03/07,127.135
KR,2022/03/07,57.596
LQD,2022/03/07,120.99
MCHI,2022/03/07,53.062
META,2022/03/07,187.47
MVEU.L,2022/03/07,49.725
OGN,2022/03/07,38.109
PG,2022/03/07,151.987
PPL,2022/03/07,25.724
PRU,2022/03/07,100.809
PYPL,2022/03/07,93.61
RE,2022/03/07,264.228
REET,2022/03/07,27.375
ROL,2022/03/07,33.86
ROST,2022/03/07,84.502
SEGA.L,2022/03/07,106.178
SHY,2022/03/07,84.203
SLV,2022/03/07,23.7
SPMV.L,2022/03/07,77.81
TLT,2022/03/07,138.201
UNH,2022/03/07,483.708
URI,2022/03/07,298.24
V,2022/03/07,190.336
VRSK,2022/03/07,186.822
VXX,2022/03/07,28.49
WRK,2022/03/07,41.308
XLB,2022/03/07,79.271
XLC,2022/03/07,63.963
XLE,2022/03/07,74.81
XLF,2022/03/07,35.544
XLI,2022/03/07,96.956
XLK,2022/03/07,143.639
XLP,2022/03/07,73.612
XLU,2022/03/07,70.773
XLV,2022/03/07,129.271
XLY,2022/03/07,162.573
XOM,2022/03/07,86.237
ABBV,2022/03/08,144.558
ACN,2022/03/08,299.659
AEP,2022/03/08,94.504
AIZ,2022/03/08,165.562
ALLE,2022/03/08,110.572
AMAT,2022/03/08,123.847
AMP,2022/03/08,260.183
AMZN,2022/03/08,136.014
AVB,2022/03/08,236.549
AVY,2022/03/08,158.229
AXP,2022/03/08,159.002
BDX,2022/03/08,256.946
BF-B,2022/03/08,63.868
BMY,2022/03/08,66.78
BR,2022/03/08,143.754
CARR,2022/03/08,43.232
CDW,2022/03/08,164.269
CE,2022/03/08,133.246
CHTR,2022/03/08,551.43
CNC,2022/03/08,81.57
CNP,2022/03/08,28.385
COP,2022/03/08,97.316
CTAS,2022/03/08,366.559
CZR,2022/03/08,70.24
DG,2022/03/08,198.33
DPZ,2022/03/08,390.898
DRE,2022/03/08,53.362
DXC,2022/03/08,30.86
EWA,2022/03/08,23.183
EWC,2022/03/08,37.417
EWG,2022/03/08,24.922
EWH,2022/03/08,21.142
EWJ,2022/03/08,57.62
EWL,2022/03/08,43.559
EWQ,2022/03/08,30.746
EWT,2022/03/08,59.72
EWU,2022/03/08,30.62
EWY,2022/03/08,67.58
EWZ,2022/03/08,31.753
FTV,2022/03/08,56.223
GOOG,2022/03/08,127.278
GPC,2022/03/08,118.971
GSG,2022/03/08,25.85
HIG,2022/03/08,65.57
HIGH.L,2022/03/08,5.192
HST,2022/03/08,17.349
HYG,2022/03/08,80.212
IAU,2022/03/08,38.98
ICLN,2022/03/08,21.125
IEAA.L,2022/03/08,5.106
IEF,2022/03/08,111.219
IEFM.L,2022/03/08,678.35
IEMG,2022/03/08,52.354
IEUS,2022/03/08,53.97
IEVL.L,2022/03/08,6.587
IGF,2022/03/08,46.223
INDA,2022/03/08,40.92
IUMO.L,2022/03/08,10.25
IUVL.L,2022/03/08,8.725
IVV,2022/03/08,415.382
IWM,2022/03/08,193.897
IXN,2022/03/08,52.159
JPEA.L,2022/03/08,5.195
JPM,2022/03/08,126.239
KR,2022/03/08,55.495
LQD,2022/03/08,120.267
MCHI,2022/03/08,52.415
META,2022/03/08,190.29
MVEU.L,2022/03/08,48.725
OGN,2022/03/08,36.354
PG,2022/03/08,145.971
PPL,2022/03/08,25.862
PRU,2022/03/08,102.439
PYPL,2022/03/08,94.9
RE,2022/03/08,264.238
REET,2022/03/08,27.345
ROL,2022/03/08,32.474
ROST,2022/03/08,85.236
SEGA.L,2022/03/08,105.958
SHY,2022/03/08,84.093
SLV,2022/03/08,24.45
SPMV.L,2022/03/08,76.16
TLT,2022/03/08,136.81
UNH,2022/03/08,470.386
URI,2022/03/08,310.68
V,2022/03/08,191.345
VRSK,2022/03/08,184.361
VXX,2022/03/08,28.15
WRK,2022/03/08,40.581
XLB,2022/03/08,78.866
XLC,2022/03/08,63.804
XLE,2022/03/08,75.986
XLF,2022/03/08,35.336
XLI,2022/03/08,96.361
XLK,2022/03/08,142.942
XLP,2022/03/08,71.625
XLU,2022/03/08,69.679
XLV,2022/03/08,126.63
XLY,2022/03/08,162.912
XOM,2022/03/08,86.89
ABBV,2022/03/09,146.218
ACN,2022/03/09,307.408
AEP,2022/03/09,94.266
AIZ,2022/03/09,168.133
ALLE,2022/03/09,113.658
AMAT,2022/03/09,128.306
AMP,2022/03/09,273.252
AMZN,2022/03/09,139.279
AVB,2022/03/09,240.995
AVY,2022/03/09,165.079
AXP,2022/03/09,167.546
BDX,2022/03/09,257.509
BF-B,2022/03/09,64.058
BMY,2022/03/09,67.164
BR,2022/03/09,145.726
CARR,2022/03/09,44.234
CDW,2022/03/09,170.47
CE,2022/03/09,137.933
CHTR,2022/03/09,557.75
CNC,2022/03/09,82.85
CNP,2022/03/09,28.226
COP,2022/03/09,94.765
CTAS,2022/03/09,373.192
CZR,2022/03/09,77.59
DG,2022/03/09,206.253
DPZ,2022/03/09,394.915
DRE,2022/03/09,54.079
DXC,2022/03/09,29.98
EWA,2022/03/09,23.678
EWC,2022/03/09,38.172
EWG,2022/03/09,26.883
EWH,2022/03/09,21.073
EWJ,2022/03/09,59.175
EWL,2022/03/09,45.51
EWQ,2022/03/09,32.836
EWT,2022/03/09,61.24
EWU,2022/03/09,31.573
EWY,2022/03/09,70.25
EWZ,2022/03/09,32.613
FTV,2022/03/09,58.421
GOOG,2022/03/09,133.866
GPC,2022/03/09,120.709
GSG,2022/03/09,23.08
HIG,2022/03/09,67.53
HIGH.L,2022/03/09,5.252
HST,2022/03/09,17.976
HYG,2022/03/09,80.88
IAU,2022/03/09,37.84
ICLN,2022/03/09,21.185
IEAA.L,2022/03/09,5.119
IEF,2022/03/09,110.533
IEFM.L,2022/03/09,717.1
IEMG,2022/03/09,53.856
IEUS,2022/03/09,56.634
IEVL.L,2022/03/09,6.9
IGF,2022/03/09,47.19
INDA,2022/03/09,42.61
IUMO.L,2022/03/09,10.6
IUVL.L,2022/03/09,8.892
IVV,2022/03/09,426.56
IWM,2022/03/09,199.362
IXN,2022/03/09,54.312
JPEA.L,2022/03/09,5.289
JPM,2022/03/09,131.297
KR,2022/03/09,55.126
LQD,2022/03/09,120.475
MCHI,2022/03/09,53.44
META,2022/03/09,198.5
MVEU.L,2022/03/09,50.6
OGN,2022/03/09,36.165
PG,2022/03/09,147.94
PPL,2022/03/09,26.457
PRU,2022/03/09,105.59
PYPL,2022/03/09,100.22
RE,2022/03/09,272.263
REET,2022/03/09,27.87
ROL,2022/03/09,32.624
ROST,2022/03/09,87.926
SEGA.L,2022/03/09,106.588
SHY,2022/03/09,84.043
SLV,2022/03/09,23.8
SPMV.L,2022/03/09,77.045
TLT,2022/03/09,135.47
UNH,2022/03/09,482.417
URI,2022/03/09,315.79
V,2022/03/09,199.379
VRSK,2022/03/09,186.593
VXX,2022/03/09,27.03
WRK,2022/03/09,42.283
XLB,2022/03/09,81.308
XLC,2022/03/09,65.715
XLE,2022/03/09,73.664
XLF,2022/03/09,36.634
XLI,2022/03/09,98.108
XLK,2022/03/09,148.597
XLP,2022/03/09,72.109
XLU,2022/03/09,69.186
XLV,2022/03/09,129.023
XLY,2022/03/09,168.152
XOM,2022/03/09,81.951
ABBV,2022/03/10,146.542
ACN,2022/03/10,307.507
AEP,2022/03/10,95.239
AIZ,2022/03/10,168.76
ALLE,2022/03/10,112.031
AMAT,2022/03/10,124.665
AMP,2022/03/10,271.282
AMZN,2022/03/10,146.818
AVB,2022/03/10,240.561
AVY,2022/03/10,162.939
AXP,2022/03/10,168.489
BDX,2022/03/10,250.586
BF-B,2022/03/10,63.38
BMY,2022/03/10,67.45
BR,2022/03/10,144.329
CARR,2022/03/10,43.46
CDW,2022/03/10,169.592
CE,2022/03/10,137.903
CHTR,2022/03/10,562.13
CNC,2022/03/10,84.44
CNP,2022/03/10,28.544
COP,2022/03/10,98.222
CTAS,2022/03/10,368.793
CZR,2022/03/10,77.46
DG,2022/03/10,205.118
DPZ,2022/03/10,390.888
DRE,2022/03/10,54.218
DXC,2022/03/10,30.11
EWA,2022/03/10,23.891
EWC,2022/03/10,38.44
EWG,2022/03/10,26.029
EWH,2022/03/10,21.132
EWJ,2022/03/10,58.928
EWL,2022/03/10,44.844
EWQ,2022/03/10,31.932
EWT,2022/03/10,61.38
EWU,2022/03/10,31.15
EWY,2022/03/10,68.13
EWZ,2022/03/10,32.709
FTV,2022/03/10,56.413
GOOG,2022/03/10,132.682
GPC,2022/03/10,121.951
GSG,2022/03/10,22.58
HIG,2022/03/10,66.505
HIGH.L,2022/03/10,5.218
HST,2022/03/10,18.155
HYG,2022/03/10,80.202
IAU,2022/03/10,37.97
ICLN,2022/03/10,20.887
IEAA.L,2022/03/10,5.082
IEF,2022/03/10,110.025
IEFM.L,2022/03/10,701.9
IEMG,2022/03/10,52.917
IEUS,2022/03/10,54.989
IEVL.L,2022/03/10,6.792
IGF,2022/03/10,46.983
INDA,2022/03/10,42.49
IUMO.L,2022/03/10,10.48
IUVL.L,2022/03/10,8.728
IVV,2022/03/10,424.602
IWM,2022/03/10,199.004
IXN,2022/03/10,53.385
JPEA.L,2022/03/10,5.262
JPM,2022/03/10,129.742
KR,2022/03/10,56.869
LQD,2022/03/10,119.098
MCHI,2022/03/10,51.093
META,2022/03/10,195.21
MVEU.L,2022/03/10,49.932
OGN,2022/03/10,35.689
PG,2022/03/10,144.131
PPL,2022/03/10,26.348
PRU,2022/03/10,104.859
PYPL,2022/03/10,98.55
RE,2022/03/10,270.593
REET,2022/03/10,27.91
ROL,2022/03/10,32.504
ROST,2022/03/10,88.949
SEGA.L,2022/03/10,105.254
SHY,2022/03/10,83.974
SLV,2022/03/10,24.01
SPMV.L,2022/03/10,76.25
TLT,2022/03/10,133.524
UNH,2022/03/10,488.249
URI,2022/03/10,321.25
V,2022/03/10,197.593
VRSK,2022/03/10,184.171
VXX,2022/03/10,25.83
WRK,2022/03/10,42.402
XLB,2022/03/10,81.525
XLC,2022/03/10,65.227
XLE,2022/03/10,75.918
XLF,2022/03/10,36.326
XLI,2022/03/10,97.979
XLK,2022/03/10,145.999
XLP,2022/03/10,71.428
XLU,2022/03/10,69.65
XLV,2022/03/10,128.973
XLY,2022/03/10,169.348
XOM,2022/03/10,84.494
ABBV,2022/03/11,146.434
ACN,2022/03/11,309.554
AEP,2022/03/11,94.792
AIZ,2022/03/11,169.308
ALLE,2022/03/11,110.453
AMAT,2022/03/11,123.338
AMP,2022/03/11,270.615
AMZN,2022/03/11,145.524
AVB,2022/03/11,237.702
AVY,2022/03/11,161.674
AXP,2022/03/11,166.8
BDX,2022/03/11,247.465
BF-B,2022/03/11,62.372
BMY,2022/03/11,67.894
BR,2022/03/11,143.278
CARR,2022/03/11,42.874
CDW,2022/03/11,169.473
CE,2022/03/11,137.336
CHTR,2022/03/11,559.29
CNC,2022/03/11,83.41
CNP,2022/03/11,28.296
COP,2022/03/11,96.932
CTAS,2022/03/11,368.344
CZR,2022/03/11,74.81
DG,2022/03/11,204.591
DPZ,2022/03/11,384.157
DRE,2022/03/11,53.343
DXC,2022/03/11,30.56
EWA,2022/03/11,23.639
EWC,2022/03/11,38.241
EWG,2022/03/11,25.932
EWH,2022/03/11,21.251
EWJ,2022/03/11,57.977
EWL,2022/03/11,44.275
EWQ,2022/03/11,31.602
EWT,2022/03/11,60.4
EWU,2022/03/11,30.944
EWY,2022/03/11,67.11
EWZ,2022/03/11,31.878
FTV,2022/03/11,56.173
GOOG,2022/03/11,130.476
GPC,2022/03/11,120.888
GSG,2022/03/11,23
HIG,2022/03/11,66.594
HIGH.L,2022/03/11,5.21
HST,2022/03/11,17.926
HYG,2022/03/11,79.621
IAU,2022/03/11,37.68
ICLN,2022/03/11,20.569
IEAA.L,2022/03/11,5.082
IEF,2022/03/11,109.995
IEFM.L,2022/03/11,706.9
IEMG,2022/03/11,51.869
IEUS,2022/03/11,56.007
IEVL.L,2022/03/11,6.848
IGF,2022/03/11,46.716
INDA,2022/03/11,42.09
IUMO.L,2022/03/11,10.572
IUVL.L,2022/03/11,8.822
IVV,2022/03/11,419.306
IWM,2022/03/11,195.828
IXN,2022/03/11,52.358
JPEA.L,2022/03/11,5.267
JPM,2022/03/11,126.82
KR,2022/03/11,55.674
LQD,2022/03/11,119.048
MCHI,2022/03/11,48.826
META,2022/03/11,187.61
MVEU.L,2022/03/11,50.26
OGN,2022/03/11,35.54
PG,2022/03/11,142.421
PPL,2022/03/11,26.04
PRU,2022/03/11,104.761
PYPL,2022/03/11,96.57
RE,2022/03/11,268.241
REET,2022/03/11,27.672
ROL,2022/03/11,32.105
ROST,2022/03/11,87.122
SEGA.L,2022/03/11,105.248
SHY,2022/03/11,83.944
SLV,2022/03/11,23.87
SPMV.L,2022/03/11,77.14
TLT,2022/03/11,133.97
UNH,2022/03/11,481.154
URI,2022/03/11,322.75
V,2022/03/11,196.335
VRSK,2022/03/11,181.382
VXX,2022/03/11,26.34
WRK,2022/03/11,43.089
XLB,2022/03/11,80.922
XLC,2022/03/11,64.053
XLE,2022/03/11,75.31
XLF,2022/03/11,36.069
XLI,2022/03/11,97.195
XLK,2022/03/11,143.43
XLP,2022/03/11,70.598
XLU,2022/03/11,69.413
XLV,2022/03/11,128.01
XLY,2022/03/11,166.09
XOM,2022/03/11,84.059
ABBV,2022/03/14,149.42
ACN,2022/03/14,305.679
AEP,2022/03/14,93.998
AIZ,2022/03/14,169.996
ALLE,2022/03/14,111.088
AMAT,2022/03/14,119.837
AMP,2022/03/14,272.337
AMZN,2022/03/14,141.853
AVB,2022/03/14,235.928
AVY,2022/03/14,165.209
AXP,2022/03/14,171.658
BDX,2022/03/14,249.692
BF-B,2022/03/14,62.183
BMY,2022/03/14,68.259
BR,2022/03/14,142.631
CARR,2022/03/14,42.567
CDW,2022/03/14,166.083
CE,2022/03/14,139.127
CHTR,2022/03/14,566.14
CNC,2022/03/14,84.33
CNP,2022/03/14,28.256
COP,2022/03/14,95.1
CTAS,2022/03/14,374.04
CZR,2022/03/14,71.97
DG,2022/03/14,207.716
DPZ,2022/03/14,385.064
DRE,2022/03/14,54.009
DXC,2022/03/14,30.5
EWA,2022/03/14,23.348
EWC,2022/03/14,37.646
EWG,2022/03/14,26.65
EWH,2022/03/14,21.024
EWJ,2022/03/14,58.056
EWL,2022/03/14,44.942
EWQ,2022/03/14,32.38
EWT,2022/03/14,60.1
EWU,2022/03/14,31.131
EWY,2022/03/14,66.82
EWZ,2022/03/14,31.075
FTV,2022/03/14,56.893
GOOG,2022/03/14,126.741
GPC,2022/03/14,121.295
GSG,2022/03/14,22.1
HIG,2022/03/14,67.142
HIGH.L,2022/03/14,5.201
HST,2022/03/14,17.806
HYG,2022/03/14,78.677
IAU,2022/03/14,37.11
ICLN,2022/03/14,19.824
IEAA.L,2022/03/14,5.064
IEF,2022/03/14,108.602
IEFM.L,2022/03/14,719.05
IEMG,2022/03/14,50.683
IEUS,2022/03/14,56.996
IEVL.L,2022/03/14,6.933
IGF,2022/03/14,46.411
INDA,2022/03/14,42.78
IUMO.L,2022/03/14,10.385
IUVL.L,2022/03/14,8.72
IVV,2022/03/14,416.137
IWM,2022/03/14,191.827
IXN,2022/03/14,51.511
JPEA.L,2022/03/14,5.236
JPM,2022/03/14,128.079
KR,2022/03/14,55.206
LQD,2022/03/14,117.325
MCHI,2022/03/14,45.315
META,2022/03/14,186.63
MVEU.L,2022/03/14,50.865
OGN,2022/03/14,32.098
PG,2022/03/14,144.24
PPL,2022/03/14,25.921
PRU,2022/03/14,107.932
PYPL,2022/03/14,96.87
RE,2022/03/14,268.834
REET,2022/03/14,27.553
ROL,2022/03/14,33.262
ROST,2022/03/14,85.439
SEGA.L,2022/03/14,104.878
SHY,2022/03/14,83.724
SLV,2022/03/14,23.16
SPMV.L,2022/03/14,76.57
TLT,2022/03/14,130.842
UNH,2022/03/14,486.186
URI,2022/03/14,320.26
V,2022/03/14,199.948
VRSK,2022/03/14,185.593
VXX,2022/03/14,28.81
WRK,2022/03/14,45.487
XLB,2022/03/14,80.804
XLC,2022/03/14,63.307
XLE,2022/03/14,73.056
XLF,2022/03/14,36.525
XLI,2022/03/14,97.522
XLK,2022/03/14,140.772
XLP,2022/03/14,70.973
XLU,2022/03/14,69.334
XLV,2022/03/14,128.914
XLY,2022/03/14,163.32
XOM,2022/03/14,81.05
ABBV,2022/03/15,153.134
ACN,2022/03/15,314.174
AEP,2022/03/15,95.358
AIZ,2022/03/15,172.855
ALLE,2022/03/15,114.007
AMAT,2022/03/15,124.106
AMP,2022/03/15,278.299
AMZN,2022/03/15,147.366
AVB,2022/03/15,236.815
AVY,2022/03/15,166.404
AXP,2022/03/15,174.887
BDX,2022/03/15,251.529
BF-B,2022/03/15,63.38
BMY,2022/03/15,68.761
BR,2022/03/15,145.587
CARR,2022/03/15,44.839
CDW,2022/03/15,171.746
CE,2022/03/15,137.863
CHTR,2022/03/15,569.16
CNC,2022/03/15,85.61
CNP,2022/03/15,28.724
COP,2022/03/15,93.622
CTAS,2022/03/15,381.121
CZR,2022/03/15,74.97
DG,2022/03/15,213.25
DPZ,2022/03/15,388.783
DRE,2022/03/15,53.81
DXC,2022/03/15,31.12
EWA,2022/03/15,23.571
EWC,2022/03/15,37.824
EWG,2022/03/15,26.922
EWH,2022/03/15,20.65
EWJ,2022/03/15,59.007
EWL,2022/03/15,45.442
EWQ,2022/03/15,32.623
EWT,2022/03/15,60.02
EWU,2022/03/15,31.366
EWY,2022/03/15,67.56
EWZ,2022/03/15,30.416
FTV,2022/03/15,56.922
GOOG,2022/03/15,129.661
GPC,2022/03/15,123.709
GSG,2022/03/15,21.46
HIG,2022/03/15,67.728
HIGH.L,2022/03/15,5.188
HST,2022/03/15,18.055
HYG,2022/03/15,79.267
IAU,2022/03/15,36.45
ICLN,2022/03/15,20.142
IEAA.L,2022/03/15,5.073
IEF,2022/03/15,108.553
IEFM.L,2022/03/15,716.05
IEMG,2022/03/15,50.822
IEUS,2022/03/15,56.791
IEVL.L,2022/03/15,6.949
IGF,2022/03/15,46.825
INDA,2022/03/15,43.31
IUMO.L,2022/03/15,10.5
IUVL.L,2022/03/15,8.768
IVV,2022/03/15,425.298
IWM,2022/03/15,194.883
IXN,2022/03/15,53.046
JPEA.L,2022/03/15,5.25
JPM,2022/03/15,130.352
KR,2022/03/15,55.973
LQD,2022/03/15,118.246
MCHI,2022/03/15,44.977
META,2022/03/15,192.03
MVEU.L,2022/03/15,50.815
OGN,2022/03/15,32.029
PG,2022/03/15,149.431
PPL,2022/03/15,26.268
PRU,2022/03/15,108.455
PYPL,2022/03/15,100.46
RE,2022/03/15,277.084
REET,2022/03/15,27.682
ROL,2022/03/15,33.332
ROST,2022/03/15,87.132
SEGA.L,2022/03/15,104.998
SHY,2022/03/15,83.754
SLV,2022/03/15,23
SPMV.L,2022/03/15,77.41
TLT,2022/03/15,130.614
UNH,2022/03/15,496.141
URI,2022/03/15,328.35
V,2022/03/15,205.747
VRSK,2022/03/15,190.544
VXX,2022/03/15,28.7
WRK,2022/03/15,45.816
XLB,2022/03/15,81.733
XLC,2022/03/15,64.521
XLE,2022/03/15,70.381
XLF,2022/03/15,37.04
XLI,2022/03/15,99.07
XLK,2022/03/15,145.501
XLP,2022/03/15,72.564
XLU,2022/03/15,70.221
XLV,2022/03/15,131.485
XLY,2022/03/15,168.79
XOM,2022/03/15,76.437
ABBV,2022/03/16,153.301
ACN,2022/03/16,322.797
AEP,2022/03/16,94.326
AIZ,2022/03/16,173.702
ALLE,2022/03/16,115.969
AMAT,2022/03/16,130.162
AMP,2022/03/16,293.11
AMZN,2022/03/16,153.104
AVB,2022/03/16,239.565
AVY,2022/03/16,169.361
AXP,2022/03/16,179.427
BDX,2022/03/16,253.571
BF-B,2022/03/16,63.948
BMY,2022/03/16,68.673
BR,2022/03/16,150.166
CARR,2022/03/16,46.505
CDW,2022/03/16,172.862
CE,2022/03/16,141.545
CHTR,2022/03/16,572.11
CNC,2022/03/16,86.87
CNP,2022/03/16,28.714
COP,2022/03/16,93.396
CTAS,2022/03/16,388.123
CZR,2022/03/16,79.34
DG,2022/03/16,211.499
DPZ,2022/03/16,404.298
DRE,2022/03/16,54.576
DXC,2022/03/16,32.76
EWA,2022/03/16,24.356
EWC,2022/03/16,38.569
EWG,2022/03/16,28.087
EWH,2022/03/16,22.019
EWJ,2022/03/16,60.324
EWL,2022/03/16,46.383
EWQ,2022/03/16,34.061
EWT,2022/03/16,61.41
EWU,2022/03/16,32.211
EWY,2022/03/16,70.52
EWZ,2022/03/16,31.467
FTV,2022/03/16,59.51
GOOG,2022/03/16,133.69
GPC,2022/03/16,127.226
GSG,2022/03/16,21.29
HIG,2022/03/16,69.37
HIGH.L,2022/03/16,5.248
HST,2022/03/16,18.761
HYG,2022/03/16,80.379
IAU,2022/03/16,36.65
ICLN,2022/03/16,20.678
IEAA.L,2022/03/16,5.076
IEF,2022/03/16,108.404
IEFM.L,2022/03/16,747.4
IEMG,2022/03/16,54.627
IEUS,2022/03/16,59.464
IEVL.L,2022/03/16,7.135
IGF,2022/03/16,47.338
INDA,2022/03/16,44.35
IUMO.L,2022/03/16,10.852
IUVL.L,2022/03/16,8.968
IVV,2022/03/16,434.717
IWM,2022/03/16,201.014
IXN,2022/03/16,55.099
JPEA.L,2022/03/16,5.317
JPM,2022/03/16,136.177
KR,2022/03/16,54.777
LQD,2022/03/16,119.256
MCHI,2022/03/16,54.394
META,2022/03/16,203.63
MVEU.L,2022/03/16,51.955
OGN,2022/03/16,32.634
PG,2022/03/16,148.924
PPL,2022/03/16,26.387
PRU,2022/03/16,112.574
PYPL,2022/03/16,107.92
RE,2022/03/16,281.696
REET,2022/03/16,28.088
ROL,2022/03/16,33.661
ROST,2022/03/16,90.998
SEGA.L,2022/03/16,104.778
SHY,2022/03/16,83.674
SLV,2022/03/16,23.11
SPMV.L,2022/03/16,78.36
TLT,2022/03/16,131.895
UNH,2022/03/16,496.489
URI,2022/03/16,337.56
V,2022/03/16,211.466
VRSK,2022/03/16,195.055
VXX,2022/03/16,25.95
WRK,2022/03/16,47.109
XLB,2022/03/16,83.018
XLC,2022/03/16,66.302
XLE,2022/03/16,70.058
XLF,2022/03/16,38.08
XLI,2022/03/16,100.38
XLK,2022/03/16,150.23
XLP,2022/03/16,72.643
XLU,2022/03/16,70.093
XLV,2022/03/16,133.063
XLY,2022/03/16,174.548
XOM,2022/03/16,76.15
ABBV,2022/03/17,155.796
ACN,2022/03/17,317.422
AEP,2022/03/17,94.197
AIZ,2022/03/17,175.445
ALLE,2022/03/17,117.313
AMAT,2022/03/17,131.668
AMP,2022/03/17,298.515
AMZN,2022/03/17,157.239
AVB,2022/03/17,242.483
AVY,2022/03/17,170.336
AXP,2022/03/17,185.746
BDX,2022/03/17,255.03
BF-B,2022/03/17,64.327
BMY,2022/03/17,69.52
BR,2022/03/17,151.569
CARR,2022/03/17,46.743
CDW,2022/03/17,175.863
CE,2022/03/17,141.874
CHTR,2022/03/17,577.65
CNC,2022/03/17,87.98
CNP,2022/03/17,28.922
COP,2022/03/17,97.345
CTAS,2022/03/17,393.958
CZR,2022/03/17,79.59
DG,2022/03/17,220.904
DPZ,2022/03/17,408.277
DRE,2022/03/17,55.431
DXC,2022/03/17,32.61
EWA,2022/03/17,24.599
EWC,2022/03/17,39.343
EWG,2022/03/17,28.087
EWH,2022/03/17,22.236
EWJ,2022/03/17,60.889
EWL,2022/03/17,47.256
EWQ,2022/03/17,34.246
EWT,2022/03/17,62.7
EWU,2022/03/17,32.496
EWY,2022/03/17,71.13
EWZ,2022/03/17,32.307
FTV,2022/03/17,60.928
GOOG,2022/03/17,134.6
GPC,2022/03/17,127.206
GSG,2022/03/17,22.5
HIG,2022/03/17,69.966
HIGH.L,2022/03/17,5.282
HST,2022/03/17,18.742
HYG,2022/03/17,80.93
IAU,2022/03/17,36.85
ICLN,2022/03/17,20.936
IEAA.L,2022/03/17,5.086
IEF,2022/03/17,108.195
IEFM.L,2022/03/17,756.15
IEMG,2022/03/17,54.39
IEUS,2022/03/17,59.768
IEVL.L,2022/03/17,7.138
IGF,2022/03/17,47.821
INDA,2022/03/17,44.43
IUMO.L,2022/03/17,11.015
IUVL.L,2022/03/17,9.018
IVV,2022/03/17,440.122
IWM,2022/03/17,204.17
IXN,2022/03/17,55.418
JPEA.L,2022/03/17,5.392
JPM,2022/03/17,137.899
KR,2022/03/17,55.445
LQD,2022/03/17,120.425
MCHI,2022/03/17,52.346
META,2022/03/17,207.84
MVEU.L,2022/03/17,52.33
OGN,2022/03/17,34.062
PG,2022/03/17,149.392
PPL,2022/03/17,26.556
PRU,2022/03/17,113.997
PYPL,2022/03/17,112.16
RE,2022/03/17,283.465
REET,2022/03/17,28.335
ROL,2022/03/17,34.149
ROST,2022/03/17,91.864
SEGA.L,2022/03/17,105.418
SHY,2022/03/17,83.644
SLV,2022/03/17,23.33
SPMV.L,2022/03/17,79.23
TLT,2022/03/17,130.912
UNH,2022/03/17,505.218
URI,2022/03/17,346.77
V,2022/03/17,213.043
VRSK,2022/03/17,202.022
VXX,2022/03/17,26.15
WRK,2022/03/17,47.587
XLB,2022/03/17,84.61
XLC,2022/03/17,67.018
XLE,2022/03/17,72.468
XLF,2022/03/17,38.556
XLI,2022/03/17,101.67
XLK,2022/03/17,151.296
XLP,2022/03/17,73.147
XLU,2022/03/17,70.389
XLV,2022/03/17,135.168
XLY,2022/03/17,177.457
XOM,2022/03/17,78.179
ABBV,2022/03/18,156.395
ACN,2022/03/18,321.843
AEP,2022/03/18,93.334
AIZ,2022/03/18,175.754
ALLE,2022/03/18,117.662
AMAT,2022/03/18,134.81
AMP,2022/03/18,299.431
AMZN,2022/03/18,161.25
AVB,2022/03/18,241.902
AVY,2022/03/18,170.376
AXP,2022/03/18,189.471
BDX,2022/03/18,254.786
BF-B,2022/03/18,64.576
BMY,2022/03/18,70.013
BR,2022/03/18,152.863
CARR,2022/03/18,47.398
CDW,2022/03/18,178.834
CE,2022/03/18,142.152
CHTR,2022/03/18,577.32
CNC,2022/03/18,87.74
CNP,2022/03/18,28.893
COP,2022/03/18,98.104
CTAS,2022/03/18,399.334
CZR,2022/03/18,80.83
DG,2022/03/18,228.559
DPZ,2022/03/18,414.459
DRE,2022/03/18,55.978
DXC,2022/03/18,33.2
EWA,2022/03/18,24.909
EWC,2022/03/18,39.492
EWG,2022/03/18,28.067
EWH,2022/03/18,22.857
EWJ,2022/03/18,61.671
EWL,2022/03/18,48.01
EWQ,2022/03/18,34.217
EWT,2022/03/18,62.52
EWU,2022/03/18,32.752
EWY,2022/03/18,71.5
EWZ,2022/03/18,33.1
FTV,2022/03/18,61.827
GOOG,2022/03/18,136.802
GPC,2022/03/18,128.15
GSG,2022/03/18,22.7
HIG,2022/03/18,70.474
HIGH.L,2022/03/18,5.27
HST,2022/03/18,18.93
HYG,2022/03/18,81.195
IAU,2022/03/18,36.5
ICLN,2022/03/18,21.006
IEAA.L,2022/03/18,5.09
IEF,2022/03/18,108.513
IEFM.L,2022/03/18,758.15
IEMG,2022/03/18,55.122
IEUS,2022/03/18,60.414
IEVL.L,2022/03/18,7.186
IGF,2022/03/18,48.255
INDA,2022/03/18,44.75
IUMO.L,2022/03/18,11.245
IUVL.L,2022/03/18,9.048
IVV,2022/03/18,444.832
IWM,2022/03/18,206.32
IXN,2022/03/18,56.604
JPEA.L,2022/03/18,5.377
JPM,2022/03/18,137.85
KR,2022/03/18,55.604
LQD,2022/03/18,120.663
MCHI,2022/03/18,54.752
META,2022/03/18,216.49
